Argument ID,Date,Duration (minutes),Topic,Emotional Tone,Resolution Type,Mood Swing,Notes
1297,2024-01-17,60,Money Management,Disappointed,No Resolution,Severe,Discussed money management for 60 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: No Resolution.
1298,2024-01-31,60,Parenting Styles,Disappointed,No Resolution,None,Discussed parenting styles for 60 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: No Resolution.
1299,2024-01-09,46,Social Activities,Frustrated,No Resolution,Severe,Discussed social activities for 46 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: No Resolution.
1300,2024-01-29,39,Future Goals,Disappointed,No Resolution,None,Discussed future goals for 39 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: No Resolution.
1301,2024-02-23,54,Future Goals,Calm,No Resolution,Severe,Discussed future goals for 54 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: No Resolution.
1302,2024-02-19,23,Money Management,Angry,No Resolution,Moderate,Discussed money management for 23 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: No Resolution.
1303,2024-02-08,15,Time Management,Happy,Resolution Discussed,Moderate,Discussed time management for 15 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1304,2024-01-06,56,Household Chores,Calm,No Resolution,Mild,Discussed household chores for 56 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: No Resolution.
1305,2024-02-11,53,Parenting Styles,Happy,Apology,None,Discussed parenting styles for 53 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Apology.
1306,2024-01-03,16,Family Responsibilities,Calm,Apology,Moderate,Discussed family responsibilities for 16 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Apology.
1307,2024-02-25,47,Personal Space,Supportive,Compromise,None,Discussed personal space for 47 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Compromise.
1308,2024-01-19,58,Time Management,Angry,Apology,Moderate,Discussed time management for 58 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Apology.
1309,2024-01-27,36,Money Management,Annoyed,Apology,Mild,Discussed money management for 36 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: Apology.
1310,2024-01-14,10,Family Responsibilities,Frustrated,Resolution Discussed,Severe,Discussed family responsibilities for 10 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1311,2024-01-12,20,Parenting Styles,Calm,Apology,Severe,Discussed parenting styles for 20 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Apology.
1312,2024-02-15,26,Future Goals,Happy,Resolution Discussed,Moderate,Discussed future goals for 26 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1313,2024-01-31,22,Money Management,Disappointed,Apology,Severe,Discussed money management for 22 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Apology.
1314,2024-02-14,56,Parenting Styles,Supportive,Apology,Mild,Discussed parenting styles for 56 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Apology.
1315,2024-01-25,55,Time Management,Frustrated,No Resolution,Mild,Discussed time management for 55 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: No Resolution.
1316,2024-02-05,55,Personal Space,Hurt,Resolution Discussed,None,Discussed personal space for 55 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Resolution Discussed.
1317,2024-02-27,27,Household Chores,Annoyed,Compromise,Mild,Discussed household chores for 27 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: Compromise.
1318,2024-01-26,19,Parenting Styles,Happy,Apology,Severe,Discussed parenting styles for 19 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
1319,2024-01-19,38,Household Chores,Supportive,No Resolution,None,Discussed household chores for 38 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: No Resolution.
1320,2024-01-01,52,Future Goals,Annoyed,Apology,None,Discussed future goals for 52 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Apology.
1321,2024-01-11,13,Parenting Styles,Annoyed,Apology,Mild,Discussed parenting styles for 13 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: Apology.
1322,2024-02-28,37,Parenting Styles,Calm,Apology,Moderate,Discussed parenting styles for 37 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Apology.
1323,2024-02-15,19,Personal Space,Disappointed,Compromise,Severe,Discussed personal space for 19 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Compromise.
1324,2024-01-18,29,Family Responsibilities,Disappointed,Resolution Discussed,Severe,Discussed family responsibilities for 29 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1325,2024-01-28,54,Family Responsibilities,Hurt,No Resolution,Severe,Discussed family responsibilities for 54 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: No Resolution.
1326,2024-01-20,6,Time Management,Frustrated,No Resolution,Severe,Discussed time management for 6 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: No Resolution.
1327,2024-01-17,21,Personal Space,Disappointed,Compromise,None,Discussed personal space for 21 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: Compromise.
1328,2024-01-29,23,Family Responsibilities,Hurt,Resolution Discussed,None,Discussed family responsibilities for 23 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Resolution Discussed.
1329,2024-01-08,55,Time Management,Angry,No Resolution,Severe,Discussed time management for 55 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: No Resolution.
1330,2024-02-15,52,Household Chores,Disappointed,Resolution Discussed,Mild,Discussed household chores for 52 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1331,2024-02-27,55,Social Activities,Supportive,No Resolution,Moderate,Discussed social activities for 55 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: No Resolution.
1332,2024-02-21,25,Money Management,Supportive,Compromise,None,Discussed money management for 25 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Compromise.
1333,2024-01-11,26,Parenting Styles,Angry,Apology,None,Discussed parenting styles for 26 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Apology.
1334,2024-02-16,14,Family Responsibilities,Supportive,Resolution Discussed,Severe,Discussed family responsibilities for 14 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Resolution Discussed.
1335,2024-02-22,14,Personal Space,Supportive,No Resolution,None,Discussed personal space for 14 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: No Resolution.
1336,2024-01-19,35,Family Responsibilities,Frustrated,Compromise,Mild,Discussed family responsibilities for 35 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Compromise.
1337,2024-01-29,7,Social Activities,Hurt,No Resolution,None,Discussed social activities for 7 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: No Resolution.
1338,2024-02-25,52,Personal Space,Frustrated,Compromise,Mild,Discussed personal space for 52 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Compromise.
1339,2024-01-14,53,Family Responsibilities,Happy,No Resolution,None,Discussed family responsibilities for 53 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: No Resolution.
1340,2024-01-07,54,Time Management,Disappointed,No Resolution,Severe,Discussed time management for 54 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: No Resolution.
1341,2024-01-25,14,Personal Space,Disappointed,Compromise,None,Discussed personal space for 14 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: Compromise.
1342,2024-02-16,40,Family Responsibilities,Happy,Apology,Severe,Discussed family responsibilities for 40 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
1343,2024-02-27,52,Time Management,Angry,Compromise,Mild,Discussed time management for 52 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
1344,2024-01-25,31,Household Chores,Supportive,No Resolution,None,Discussed household chores for 31 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: No Resolution.
1345,2024-01-01,22,Money Management,Angry,No Resolution,Severe,Discussed money management for 22 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: No Resolution.
1346,2024-02-03,37,Money Management,Happy,Resolution Discussed,Mild,Discussed money management for 37 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1347,2024-02-21,19,Family Responsibilities,Annoyed,Compromise,None,Discussed family responsibilities for 19 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Compromise.
1348,2024-02-12,46,Time Management,Frustrated,Resolution Discussed,Mild,Discussed time management for 46 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Resolution Discussed.
1349,2024-01-21,44,Money Management,Happy,No Resolution,Moderate,Discussed money management for 44 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: No Resolution.
1350,2024-02-16,21,Time Management,Angry,Resolution Discussed,Moderate,Discussed time management for 21 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1351,2024-01-02,58,Future Goals,Supportive,Compromise,Mild,Discussed future goals for 58 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Compromise.
1352,2024-02-05,21,Family Responsibilities,Hurt,Resolution Discussed,Moderate,Discussed family responsibilities for 21 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
1353,2024-01-14,54,Personal Space,Frustrated,Apology,Moderate,Discussed personal space for 54 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
1354,2024-01-22,36,Money Management,Angry,Compromise,Mild,Discussed money management for 36 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
1355,2024-02-16,28,Money Management,Hurt,Resolution Discussed,None,Discussed money management for 28 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Resolution Discussed.
1356,2024-01-12,23,Future Goals,Calm,Apology,Moderate,Discussed future goals for 23 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Apology.
1357,2024-01-01,7,Future Goals,Hurt,Apology,Moderate,Discussed future goals for 7 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Apology.
1358,2024-01-27,38,Family Responsibilities,Frustrated,Compromise,None,Discussed family responsibilities for 38 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Compromise.
1359,2024-02-03,5,Family Responsibilities,Hurt,Resolution Discussed,None,Discussed family responsibilities for 5 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Resolution Discussed.
1360,2024-01-27,49,Time Management,Annoyed,No Resolution,None,Discussed time management for 49 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: No Resolution.
